element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
18892,55,54,24,953,0,0,2,10,0,0,0,5,0,0,0,158,155.6,316.6,18.0,49.1
184667,55,53,116,3092,1,0,12,32,1,0,0,6,0,0,9,618,554.0,73.6,79.0,70.7
106760,55,54,67,1730,0,0,8,15,0,0,0,7,0,0,2,381,344.2,321.2,187.0,85.1
58893,50,48,3,121,0,0,0,2,0,0,0,1,0,0,0,9,20.2,1.9,6.0,2.8
197365,50,47,9,148,0,0,1,1,0,0,0,0,0,0,0,40,32.0,1.0,0.0,3.3
216051,50,49,4,65,0,0,0,1,0,0,0,0,0,0,0,10,10.4,4.3,6.0,1.9
40002,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
76359,50,47,2,135,0,0,0,3,0,0,0,0,0,0,0,22,21.4,3.0,23.0,4.7
66749,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
176297,85,89,177,2645,17,8,9,29,0,0,2,3,0,0,31,665,887.0,563.7,1265.0,271.7
220688,45,48,103,1303,10,1,6,13,0,0,0,0,0,0,17,430,449.6,222.7,502.0,117.0
51940,55,53,143,3420,0,0,13,36,0,0,0,2,0,95,8,630,695.0,0.0,0.0,69.2
42899,50,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
6744,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
74208,85,83,51,1202,1,4,6,9,0,0,1,1,0,0,2,215,295.8,420.0,193.0,91.0
148225,75,85,200,2625,17,9,14,27,0,0,1,1,0,0,14,544,855.6,439.3,1297.0,259.4
37265,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
109322,65,63,32,923,1,0,1,14,0,0,0,3,0,0,0,99,109.0,278.2,297.0,68.2
43670,65,61,38,747,0,2,4,8,0,0,0,1,0,0,2,139,109.2,293.9,130.0,53.4
200617,60,57,95,2281,3,6,7,29,0,0,0,4,0,0,2,308,415.2,428.1,622.0,146.0
101582,55,51,50,2157,0,0,6,26,0,0,0,8,0,0,0,358,430.6,542.7,260.0,123.5
209041,50,47,2,19,0,0,0,1,0,0,0,0,0,0,0,7,4.2,24.8,2.0,3.1
156689,50,47,60,1478,1,3,6,16,0,0,0,3,0,0,1,198,245.6,432.1,343.0,102.3
62398,50,48,55,1578,0,2,10,13,0,0,0,2,0,0,2,287,357.4,250.3,53.0,66.2
195851,50,48,74,1765,3,2,3,20,0,0,0,2,0,0,6,310,415.6,238.4,310.0,96.4
222677,45,42,3,34,0,0,0,0,0,0,0,0,0,0,0,6,1.4,1.1,6.0,0.7
232928,45,43,1,8,0,0,0,1,0,0,0,0,0,0,0,3,2.2,2.8,0.0,0.5
180804,45,44,7,187,0,0,0,3,0,0,0,0,0,0,0,30,17.6,6.2,0.0,2.4
232937,40,38,51,1003,1,1,5,11,0,0,0,6,0,0,3,228,200.0,191.2,100.0,49.2
141746,80,90,117,1187,8,8,9,6,0,0,0,2,0,0,18,366,551.8,479.3,361.0,139.2
58498,65,59,11,92,0,0,0,0,0,0,0,0,0,0,0,24,23.0,23.8,135.0,18.1
201084,45,45,7,136,0,0,1,1,0,0,0,1,0,0,0,27,12.0,28.6,6.0,4.2
56983,55,53,74,1312,2,1,8,19,0,0,1,4,0,0,7,293,285.4,482.7,218.0,98.6
119471,50,50,55,1669,2,1,4,38,0,0,0,5,0,0,2,297,440.6,58.3,179.0,67.8
151119,45,44,26,934,1,0,1,18,0,0,0,3,0,0,0,122,165.6,118.1,43.0,32.9
57145,45,46,102,2617,2,3,8,42,1,0,0,8,0,0,13,507,741.0,74.5,223.0,103.7
106618,45,43,44,1227,0,0,5,20,1,0,0,2,0,0,4,230,265.2,63.1,50.0,37.7
109528,45,43,65,1597,0,1,8,21,0,0,0,5,0,0,4,288,232.0,100.8,40.0,37.3
77359,45,43,24,440,2,0,1,10,0,0,0,0,0,0,1,88,132.0,12.6,81.0,22.5
101148,45,42,73,2076,1,0,8,31,0,0,0,5,0,0,3,358,403.0,28.1,125.0,55.7
